lead_id,account_id,email,first_touch_channel,first_touch_session_id,utm_source,utm_medium,campaign,landing_page,lead_score,lead_date,is_mql,converted_to_opp_date
LEAD-000175,ACC-01485,contato174@nunes.com.br,linkedin_ads,SES-00054912,linkedin,paid_social,linkedin_prospeccao_q1_2023,/lp/comparativo-erp,37,2023-01-23,0,
LEAD-000176,ACC-01171,contato175@novaes.com.br,meta_ads,SES-00079058,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,42,2023-01-23,0,
LEAD-000177,ACC-00889,contato176@carvalhosouz.com.br,organic_search,SES-00144132,google,organic,(none),/lp/demo-gratis,58,2023-01-23,0,
LEAD-000178,ACC-00801,contato177@castro.org.br,paid_search,SES-00147818,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,51,2023-01-23,0,
LEAD-000179,ACC-00900,contato178@pimenta.com.br,organic_search,SES-00068457,google,organic,,/lp/demo-gratis,41,2023-01-23,0,
LEAD-000180,ACC-01479,contato179@teixeiraefil.com.br,organic_search,SES-00081621,google,organic,(none),/lp/demo-gratis,18,2023-01-23,0,
LEAD-000181,ACC-01049,contato180@duarte.com.br,paid_search,SES-00016559,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,34,2023-01-23,0,
LEAD-000182,ACC-01637,contato181@cassianosá-e.net.br,organic_search,SES-00084320,google,organic,(none),/lp/demo-gratis,18,2023-01-23,0,
LEAD-000183,ACC-00809,contato182@fariasfogaça.org.br,paid_search,SES-00051719,google,cpc,pesquisa_concorrentes_q1_2023,/lp/roi-calculator,52,2023-01-23,0,
LEAD-000184,ACC-01336,contato183@pimenta.net.br,meta_ads,SES-00115782,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,36,2023-01-23,0,
LEAD-000185,ACC-01555,contato184@pachecos.a..com.br,organic_search,SES-00036638,google,organic,(not set),/lp/demo-gratis,38,2023-01-23,0,
LEAD-000186,ACC-01156,contato185@garcianovaes.com.br,organic_search,SES-00138297,google,organic,(not set),/lp/demo-gratis,20,2023-01-23,0,
LEAD-000187,ACC-01964,contato186@abreunovais-.net.br,organic_search,SES-00107357,google,organic,(none),/lp/demo-gratis,45,2023-01-23,0,
LEAD-000188,ACC-00968,contato187@ferreira.org.br,meta_ads,SES-00145605,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,31,2023-01-23,0,
LEAD-000189,ACC-00927,contato188@mendesefilho.com.br,meta_ads,SES-00106584,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,50,2023-01-23,0,
LEAD-000190,ACC-01204,contato189@damota.com.br,organic_search,SES-00116700,google,organic,,/lp/demo-gratis,52,2023-01-23,0,
LEAD-000191,ACC-01471,contato190@andrades.a..com.br,linkedin_ads,SES-00032678,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,31,2023-01-23,0,
LEAD-000192,ACC-00467,contato191@andradeefilh.com.br,organic_search,SES-00117763,google,organic,(none),/lp/demo-gratis,31,2023-01-23,0,
LEAD-000193,ACC-00118,contato192@melos/a.org.br,email_marketing,SES-00094617,email,email,newsletter_mensal_01_2023,/webinar/integracao-erp-ao-vivo,54,2023-01-23,0,
LEAD-000194,ACC-01734,contato193@costacavalca.com.br,linkedin_ads,SES-00076004,linkedin,paid_social,linkedin_decisores_ti_2023,/lp/comparativo-erp,28,2023-01-24,0,
LEAD-000195,ACC-01198,contato194@vasconcelos.com.br,meta_ads,SES-00063212,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,33,2023-01-24,0,
LEAD-000196,ACC-00355,contato195@fonseca.com.br,organic_search,SES-00105316,google,organic,,/lp/demo-gratis,42,2023-01-24,0,
LEAD-000197,ACC-01679,contato196@gonçalvesfer.org.br,paid_search,SES-00144833,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,25,2023-01-24,0,
LEAD-000198,ACC-01644,contato197@silveira.org.br,webinar_evento,SES-00078081,webinar,evento,campanha-natal-2023,/lp/demo-gratis,47,2023-01-24,0,
LEAD-000199,ACC-00321,contato198@ferreira.com.br,paid_search,SES-00058564,google,cpc,google_branded_2023,/lp/roi-calculator,30,2023-01-24,0,
LEAD-000200,ACC-01400,contato199@riosltda..com.br,organic_search,SES-00095288,google,organic,,/lp/demo-gratis,27,2023-01-24,0,
LEAD-000201,ACC-00045,contato200@carvalho.com.br,direct,SES-00084699,(direct),(none),(direct),/lp/comparativo-erp,37,2023-01-24,0,
LEAD-000202,ACC-00482,contato201@barbosas.a..com.br,organic_search,SES-00072880,google,organic,(none),/lp/demo-gratis,19,2023-01-24,0,
LEAD-000203,ACC-01568,contato202@pachecoabreu.com.br,linkedin_ads,SES-00096467,linkedin,paid_social,linkedin_prospecao_q1_2023,/lp/comparativo-erp,13,2023-01-24,0,
LEAD-000204,ACC-01630,contato203@novaiss/a.net.br,paid_search,SES-00035597,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,54,2023-01-24,0,
LEAD-000205,ACC-01504,contato204@dacunharodri.com.br,linkedin_ads,SES-00105302,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,35,2023-01-24,0,
LEAD-000206,ACC-01567,contato205@dapazcirinos.net.br,linkedin_ads,SES-00042724,linkedin,paid_social,linkedin_prospecao_q1_2023,/lp/comparativo-erp,43,2023-01-24,0,
LEAD-000207,ACC-01314,contato206@pinto.com.br,paid_search,SES-00094609,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,56,2023-01-24,0,
LEAD-000208,ACC-01672,contato207@dasnevesltda.com.br,direct,SES-00035275,(direct),(none),,/lp/comparativo-erp,58,2023-01-24,0,
LEAD-000209,ACC-00547,contato208@pacheco.com.br,email_marketing,SES-00117145,email,email,email_nurture_leads_2023,/webinar/integracao-erp-ao-vivo,17,2023-01-24,0,
LEAD-000210,ACC-00575,contato209@diasmachado-.com.br,paid_search,SES-00115621,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,29,2023-01-24,0,
LEAD-000211,ACC-00337,contato210@dacosta.org.br,paid_search,SES-00084564,google,cpc,google_branded_2023,/lp/roi-calculator,34,2023-01-24,0,
LEAD-000212,ACC-01247,contato211@marquesmorae.com.br,linkedin_ads,SES-00112673,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,34,2023-01-24,0,
LEAD-000213,ACC-00435,contato212@darosa-ei.com.br,organic_search,SES-00055639,google,organic,,/lp/demo-gratis,34,2023-01-24,0,
LEAD-000214,ACC-01982,contato213@casagrande.com.br,direct,SES-00104647,(direct),(none),(not set),/lp/comparativo-erp,32,2023-01-24,0,
LEAD-000215,ACC-01235,contato214@borges.org.br,direct,SES-00120011,(direct),(none),(direct),/lp/comparativo-erp,40,2023-01-24,0,
LEAD-000216,ACC-00861,contato215@sousamoraess.net.br,organic_search,SES-00086446,google,organic,(not set),/lp/demo-gratis,31,2023-01-24,0,
LEAD-000217,ACC-00787,contato216@cardoso.com.br,meta_ads,SES-00149531,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,40,2023-01-25,0,
LEAD-000218,ACC-00295,contato217@andrade.com.br,paid_search,SES-00001639,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,48,2023-01-25,0,
LEAD-000219,ACC-01180,contato218@jesus.com.br,meta_ads,SES-00052229,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,32,2023-01-25,0,
LEAD-000220,ACC-01541,contato219@freitass.a..org.br,paid_search,SES-00025302,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,30,2023-01-25,0,
LEAD-000221,ACC-00276,contato220@abreu-me.com.br,direct,SES-00084374,(direct),(none),(not set),/lp/comparativo-erp,41,2023-01-25,0,
LEAD-000222,ACC-01151,contato221@gonçalvesjes.com.br,email_marketing,SES-00109140,email,email,campanha_email_01-2023,/webinar/integracao-erp-ao-vivo,30,2023-01-25,0,
LEAD-000223,ACC-01011,contato222@damata.com.br,linkedin_ads,SES-00124053,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,25,2023-01-25,0,
LEAD-000224,ACC-01851,contato223@dacunhabrito.com.br,paid_search,SES-00065361,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,29,2023-01-25,0,
LEAD-000225,ACC-01188,contato224@souza.com.br,organic_search,SES-00033414,google,organic,,/lp/demo-gratis,49,2023-01-25,0,
LEAD-000226,ACC-01483,contato225@camargo.net.br,email_marketing,SES-00088046,email,email,newsletter_mensal_01_2023,/webinar/integracao-erp-ao-vivo,43,2023-01-25,0,
LEAD-000227,ACC-00994,contato226@damota.com.br,paid_search,SES-00114900,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,35,2023-01-25,0,
LEAD-000228,ACC-00425,contato227@ferreira-me.net.br,paid_search,SES-00123922,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,43,2023-01-25,0,
LEAD-000229,ACC-00002,contato228@carvalhosous.com.br,direct,SES-00006380,(direct),(none),(not set),/lp/comparativo-erp,36,2023-01-25,0,
LEAD-000230,ACC-01554,contato229@rios.com.br,organic_search,SES-00048827,google,organic,(not set),/lp/demo-gratis,48,2023-01-25,0,
LEAD-000231,ACC-01565,contato230@fogaça.org.br,meta_ads,SES-00044850,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,37,2023-01-25,0,
LEAD-000232,ACC-00209,contato231@marques.com.br,meta_ads,SES-00147906,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,26,2023-01-25,0,
LEAD-000233,ACC-00874,contato232@moraes.net.br,direct,SES-00143950,(direct),(none),(not set),/lp/comparativo-erp,28,2023-01-25,0,
LEAD-000234,ACC-00370,contato233@novaes.net.br,webinar_evento,SES-00012785,webinar,evento,campanha-natal-2023,/lp/demo-gratis,30,2023-01-25,0,
LEAD-000235,ACC-00007,contato234@teixeirafern.com.br,linkedin_ads,SES-00123189,linkedin,paid_social,linkedin_prospecao_q1_2023,/lp/comparativo-erp,45,2023-01-25,0,
LEAD-000236,ACC-01154,contato235@camargoefilh.net.br,organic_search,SES-00060986,google,organic,(not set),/lp/demo-gratis,37,2023-01-26,0,
LEAD-000237,ACC-01382,contato236@daconceição.com.br,paid_search,SES-00145484,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,56,2023-01-26,0,
LEAD-000238,ACC-00457,contato237@gonçalvesltd.com.br,organic_search,SES-00102107,google,organic,(none),/lp/demo-gratis,31,2023-01-26,0,
LEAD-000239,ACC-00123,contato238@vasconceloss.org.br,paid_search,SES-00088315,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,30,2023-01-26,0,
LEAD-000240,ACC-00677,contato239@leãocostaefi.net.br,paid_search,SES-00132636,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,40,2023-01-26,0,
LEAD-000241,ACC-00200,contato240@piresrodrigu.com.br,meta_ads,SES-00022138,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,42,2023-01-26,0,
LEAD-000242,ACC-00347,contato241@cirino.com.br,paid_search,SES-00043126,google,cpc,pesquisa_concorrentes_q1_2023,/lp/roi-calculator,24,2023-01-26,0,
LEAD-000243,ACC-01296,contato242@cassiano.org.br,organic_search,SES-00101698,google,organic,,/lp/demo-gratis,17,2023-01-26,0,
LEAD-000244,ACC-01860,contato243@dias.com.br,webinar_evento,SES-00092033,webinar,evento,webinar_integracao_erp_2023,/lp/demo-gratis,13,2023-01-26,0,
LEAD-000245,ACC-01841,contato244@dacruzfreita.org.br,email_marketing,SES-00002984,email,email,campanha_email_01-2023,/webinar/integracao-erp-ao-vivo,54,2023-01-26,0,
LEAD-000246,ACC-01793,contato245@albuquerque.net.br,organic_search,SES-00067947,google,organic,(none),/lp/demo-gratis,30,2023-01-26,0,
LEAD-000247,ACC-01253,contato246@martins.net.br,paid_search,SES-00149583,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,46,2023-01-26,0,
LEAD-000248,ACC-01830,contato247@correia.com.br,organic_search,SES-00139418,google,organic,(not set),/lp/demo-gratis,27,2023-01-26,0,
LEAD-000249,ACC-01483,contato248@camargo.net.br,paid_search,SES-00107435,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,37,2023-01-26,0,
LEAD-000250,ACC-00247,contato249@lima.org.br,organic_search,SES-00133465,google,organic,,/lp/demo-gratis,31,2023-01-26,0,
LEAD-000251,ACC-00652,contato250@caldeira.com.br,linkedin_ads,SES-00079455,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,45,2023-01-26,0,
LEAD-000252,ACC-00297,contato251@machado-ei.com.br,paid_search,SES-00084794,google,cpc,pesquisa_concorrentes_q1_2023,/lp/roi-calculator,46,2023-01-26,0,
LEAD-000253,ACC-01362,contato252@moura.com.br,organic_search,SES-00043438,google,organic,(none),/lp/demo-gratis,41,2023-01-26,0,
LEAD-000254,ACC-00948,contato253@daluz.org.br,direct,SES-00064366,(direct),(none),(not set),/lp/comparativo-erp,18,2023-01-27,0,
LEAD-000255,ACC-01473,contato254@mendonça.net.br,direct,SES-00048774,(direct),(none),(not set),/lp/comparativo-erp,40,2023-01-27,0,
LEAD-000256,ACC-00556,contato255@viana.com.br,organic_search,SES-00019811,google,organic,,/lp/demo-gratis,27,2023-01-27,0,
LEAD-000257,ACC-01920,contato256@cardoso-me.com.br,direct,SES-00112288,(direct),(none),(not set),/lp/comparativo-erp,19,2023-01-27,0,
LEAD-000258,ACC-00466,contato257@marquesferre.com.br,organic_search,SES-00005763,google,organic,,/lp/demo-gratis,34,2023-01-27,0,
LEAD-000259,ACC-00205,contato258@pinto.com.br,organic_search,SES-00048798,google,organic,(none),/lp/demo-gratis,43,2023-01-27,0,
LEAD-000260,ACC-01776,contato259@sá.com.br,linkedin_ads,SES-00041956,linkedin,paid_social,linkedin_prospecao_q1_2023,/lp/comparativo-erp,44,2023-01-27,0,
LEAD-000261,ACC-00646,contato260@duarte.com.br,meta_ads,SES-00127599,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,53,2023-01-27,0,
LEAD-000262,ACC-00113,contato261@gonçalves-ei.net.br,organic_search,SES-00074938,google,organic,(not set),/lp/demo-gratis,52,2023-01-27,0,
LEAD-000263,ACC-01616,contato262@daconceição.com.br,email_marketing,SES-00122586,email,email,newsletter_mensal_01_2023,/webinar/integracao-erp-ao-vivo,37,2023-01-27,0,
LEAD-000264,ACC-00012,contato263@britogarcial.com.br,organic_search,SES-00048020,google,organic,,/lp/demo-gratis,50,2023-01-27,0,
LEAD-000265,ACC-00282,contato264@guerras/a.com.br,direct,SES-00029453,(direct),(none),,/lp/comparativo-erp,27,2023-01-27,0,
LEAD-000266,ACC-01285,contato265@garciaribeir.net.br,meta_ads,SES-00135959,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,29,2023-01-27,0,
LEAD-000267,ACC-01259,contato266@siqueira.com.br,paid_search,SES-00005555,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,21,2023-01-27,0,
LEAD-000268,ACC-00945,contato267@oliveira-ei.net.br,meta_ads,SES-00010836,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,38,2023-01-27,0,
LEAD-000269,ACC-00466,contato268@marquesferre.com.br,linkedin_ads,SES-00073394,linkedin,paid_social,linkedin_prospecao_q1_2023,/lp/comparativo-erp,55,2023-01-27,0,
LEAD-000270,ACC-01775,contato269@siqueirabarr.com.br,paid_search,SES-00070337,google,cpc,pesquisa_concorrentes_q1_2023,/lp/roi-calculator,44,2023-01-27,0,
LEAD-000271,ACC-01500,contato270@moreiras.a..org.br,linkedin_ads,SES-00013276,linkedin,paid_social,linkedin_prospeccao_q1_2023,/lp/comparativo-erp,41,2023-01-28,0,
LEAD-000272,ACC-01643,contato271@leão.com.br,paid_search,SES-00011233,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,37,2023-01-28,0,
LEAD-000273,ACC-01798,contato272@vargas.org.br,paid_search,SES-00119252,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,38,2023-01-28,0,
LEAD-000274,ACC-00040,contato273@dacruz.com.br,organic_search,SES-00047913,google,organic,(none),/lp/demo-gratis,31,2023-01-28,0,
LEAD-000275,ACC-01370,contato274@montenegro.net.br,meta_ads,SES-00024054,facebook,paid_social,ig_gestores_b2b_q1,/lp/trial-30-dias,41,2023-01-29,0,
LEAD-000276,ACC-00185,contato275@marquesnovae.com.br,paid_search,SES-00124342,google,cpc,google_branded_2023,/lp/roi-calculator,38,2023-01-30,0,
LEAD-000277,ACC-00293,contato276@vieira.com.br,organic_search,SES-00145558,google,organic,(not set),/lp/demo-gratis,44,2023-01-30,0,
LEAD-000278,ACC-01373,contato277@machado.net.br,paid_search,SES-00042537,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,37,2023-01-30,0,
LEAD-000279,ACC-01259,contato278@siqueira.com.br,webinar_evento,SES-00097238,webinar,evento,campanha_natal_2023,/lp/demo-gratis,62,2023-01-30,0,
LEAD-000280,ACC-00022,contato279@sás/a.com.br,paid_search,SES-00041301,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,56,2023-01-30,0,
LEAD-000281,ACC-01356,contato280@barrosnovais.org.br,paid_search,SES-00047233,google,cpc,google_branded_2023,/lp/roi-calculator,53,2023-01-30,0,
LEAD-000282,ACC-00463,contato281@rezendeferre.net.br,organic_search,SES-00011523,google,organic,(not set),/lp/demo-gratis,51,2023-01-30,0,
LEAD-000283,ACC-00170,contato282@pachecolopes.net.br,organic_search,SES-00146646,google,organic,(not set),/lp/demo-gratis,35,2023-01-30,0,
LEAD-000284,ACC-01332,contato283@martinsvarga.com.br,paid_search,SES-00027441,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,43,2023-01-30,0,
LEAD-000285,ACC-01984,contato284@cavalcanti-e.com.br,paid_search,SES-00081435,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,54,2023-01-30,0,
LEAD-000286,ACC-01830,contato285@correia.com.br,linkedin_ads,SES-00044205,linkedin,paid_social,linkedin_prospeccao_q1_2023,/lp/comparativo-erp,33,2023-01-30,0,
LEAD-000287,ACC-01735,contato286@alves-me.com.br,meta_ads,SES-00064074,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,50,2023-01-30,0,
LEAD-000288,ACC-00130,contato287@lopescavalca.com.br,meta_ads,SES-00063700,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,40,2023-01-30,0,
LEAD-000289,ACC-01067,contato288@correia.com.br,direct,SES-00044440,(direct),(none),(not set),/lp/comparativo-erp,46,2023-01-30,0,
LEAD-000290,ACC-00985,contato289@teixeiramora.com.br,organic_search,SES-00002826,google,organic,,/lp/demo-gratis,11,2023-01-30,0,
LEAD-000291,ACC-01292,contato290@caldeira.com.br,meta_ads,SES-00063197,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,27,2023-01-30,0,
LEAD-000292,ACC-00790,contato291@fernandesmen.com.br,paid_search,SES-00022893,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,28,2023-01-30,0,
LEAD-000293,ACC-01254,contato292@dacruz-me.org.br,paid_search,SES-00053308,google,cpc,google_branded_2023,/lp/roi-calculator,39,2023-01-30,0,
LEAD-000294,ACC-00112,contato293@silveira.com.br,paid_search,SES-00013856,google,cpc,pesquisa_concorrentes_q1_2023,/lp/roi-calculator,36,2023-01-30,0,
LEAD-000295,ACC-00870,contato294@novais.com.br,organic_search,SES-00052601,google,organic,,/lp/demo-gratis,49,2023-01-30,0,
LEAD-000296,ACC-01863,contato295@rodriguessam.com.br,direct,SES-00070363,(direct),(none),(direct),/lp/comparativo-erp,20,2023-01-31,0,
LEAD-000297,ACC-01219,contato296@mendes.org.br,paid_search,SES-00107910,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,50,2023-01-31,0,
LEAD-000298,ACC-00334,contato297@mouraltda..com.br,meta_ads,SES-00057539,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,25,2023-01-31,0,
LEAD-000299,ACC-00346,contato298@souza.com.br,meta_ads,SES-00116188,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,17,2023-01-31,0,
LEAD-000300,ACC-00618,contato299@vasconcelos.com.br,organic_search,SES-00046182,google,organic,,/lp/demo-gratis,38,2023-01-31,0,
LEAD-000301,ACC-00484,contato300@dacruz.com.br,linkedin_ads,SES-00094840,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,40,2023-01-31,0,
LEAD-000302,ACC-01958,contato301@campos-me.com.br,webinar_evento,SES-00073575,webinar,evento,webinar_integracao_erp_2023,/lp/demo-gratis,43,2023-01-31,0,
LEAD-000303,ACC-00247,contato302@lima.org.br,webinar_evento,SES-00144565,webinar,evento,webinar_integracao_erp_2023,/lp/demo-gratis,30,2023-01-31,0,
LEAD-000304,ACC-01503,contato303@damata.com.br,linkedin_ads,SES-00136001,linkedin,paid_social,linkedin_prospeccao_q1_2023,/lp/comparativo-erp,29,2023-01-31,0,
LEAD-000305,ACC-00038,contato304@daconceiçãos.net.br,organic_search,SES-00081960,google,organic,(not set),/lp/demo-gratis,15,2023-01-31,0,
LEAD-000306,ACC-00943,contato305@mendes.com.br,webinar_evento,SES-00120563,webinar,evento,black_friday_2023,/lp/demo-gratis,20,2023-01-31,0,
LEAD-000307,ACC-01995,contato306@dasnevesport.com.br,paid_search,SES-00146120,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,56,2023-01-31,0,
LEAD-000308,ACC-01553,contato307@abreultda..com.br,paid_search,SES-00125988,google,cpc,pesquisa_concorrentes_q1_2023,/lp/roi-calculator,34,2023-01-31,0,
LEAD-000309,ACC-00158,contato308@darocha.net.br,paid_search,SES-00109996,google,cpc,google_branded_2023,/lp/roi-calculator,40,2023-01-31,0,
LEAD-000310,ACC-00230,contato309@dacosta-ei.net.br,organic_search,SES-00037286,google,organic,(none),/lp/demo-gratis,41,2023-01-31,0,
LEAD-000311,ACC-00503,contato310@cavalcanti.com.br,paid_search,SES-00091641,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,14,2023-01-31,0,
LEAD-000312,ACC-01017,contato311@daconceição.com.br,paid_search,SES-00038107,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,38,2023-01-31,0,
LEAD-000313,ACC-01889,contato312@gonçalves.com.br,organic_search,SES-00073759,google,organic,(not set),/lp/demo-gratis,20,2023-01-31,0,
LEAD-000314,ACC-01541,contato313@freitass.a..org.br,linkedin_ads,SES-00137630,linkedin,paid_social,linkedin_prospecao_q1_2023,/lp/comparativo-erp,28,2023-01-31,0,
